-0.143646	3.840331
1.463329	8.982651
-0.217456	3.604141
-0.770075	1.835761
-0.291563	3.366997
0.679209	6.473469
-0.024250	4.222401
-0.991847	1.126089
-0.105345	3.962896
-1.015835	1.049328
-0.528869	2.607618
-0.502465	2.692111
1.101816	7.825812
1.336717	8.577495
-0.711741	2.022428
-0.515851	2.649276
-0.602663	2.371477
-1.212636	0.419566
0.784950	6.811839
-1.013763	1.055959
1.056009	7.679230
0.008274	4.326475
0.190914	4.910924
0.811556	6.896981
-1.005751	1.081598
-0.273178	3.425831
0.819521	6.922467
1.595258	9.404826
0.486771	5.857669
0.073157	4.534104
1.964006	10.584818
2.043513	10.839242
-0.483293	2.753463
-0.453855	2.847665
-0.968767	1.199946
0.022755	4.372817
2.334319	11.769820
-0.504373	2.686007
-1.056532	0.919097
0.505166	5.916531
0.859670	7.050943
-0.755770	1.881536
-0.690179	2.091429
2.570719	12.526300
-0.128286	3.889486
0.599104	6.217134
-0.672838	2.146920
-0.614982	2.332057
0.508225	5.926318
0.059244	4.489580
0.072686	4.532596
1.846905	10.210097
-0.746052	1.912635
1.111263	7.856041
0.440212	5.708677
-0.829547	1.645450
0.531165	5.999729
-1.524813	-0.579402
1.082682	7.764583
1.223802	8.216165
-1.884780	-1.731297
-1.020694	1.033779
0.012843	4.341097
1.046783	7.649706
-0.502322	2.692569
-0.472696	2.787371
-0.520358	2.634856
-0.013457	4.256939
-0.974514	1.181557
1.717602	9.796326
0.534215	6.009488
1.370843	8.686699
-0.877188	1.492999
1.347215	8.611089
-0.225529	3.578308
-2.067623	-2.316393
-1.140228	0.651271
-0.038433	4.177016
1.022549	7.572156
-0.354829	3.164546
2.096256	11.008019
0.559071	6.089027
-1.777023	-1.386474
-1.023246	1.025612
2.119625	11.082801
-0.791454	1.767348
-0.688477	2.096874
-0.081593	4.038902
0.513569	5.943421
0.223217	5.014295
-1.540083	-0.628266
-0.366424	3.127442
1.371126	8.687602
0.267403	5.155688
-0.456131	2.840382
-1.102383	0.772375
-0.858101	1.554077
-0.815976	1.688876
0.012026	4.338484
-1.975714	-2.022284
-0.411913	2.981878
-1.149182	0.622619
0.958594	7.367502
-2.420228	-3.444731
0.555892	6.078854
3.063930	14.104576
-0.990209	1.131332
1.268232	8.358343
-0.167966	3.762509
1.252569	8.308222
-0.999529	1.101508
-1.230118	0.363622
-2.227286	-2.827314
-1.068735	0.880047
-0.843268	1.601542
-2.970123	-5.204394
-0.929593	1.325302
-2.316426	-3.112562
-1.039767	0.972747
0.577304	6.147372
-0.089720	4.012896
-0.938655	1.296304
-0.905834	1.401332
-1.762678	-1.340569
-0.185198	3.707366
0.520753	5.966408
0.092180	4.594977
1.485436	9.053396
-0.709336	2.030123
-0.903627	1.408392
-0.045642	4.153946
-0.613322	2.337368
0.422479	5.651934
0.291065	5.231407
-1.113500	0.736801
1.070243	7.724779
-0.314434	3.293811
-0.511961	2.661726
-0.420285	2.955088
-0.570892	2.473145
-0.016447	4.247369
0.017705	4.356658
-0.428655	2.928303
-1.572119	-0.730781
-0.848255	1.585584
-0.015644	4.249940
0.966913	7.394122
-0.685952	2.104952
-0.568292	2.481466
-0.964774	1.212722
-0.203984	3.647250
-0.047551	4.147837
0.056737	4.481559
1.516254	9.152013
0.911493	7.216779
-1.838355	-1.582737
0.156269	4.800062
-0.910698	1.385766
0.356050	5.439361
-1.940043	-1.908138
0.464391	5.786051
1.174373	8.057992
1.143975	7.960719
0.320348	5.325113
1.467516	8.996050
-0.162411	3.780285
1.104052	7.832967
0.634534	6.330507
1.046310	7.648192
-0.233814	3.551797
0.386724	5.537516
1.220386	8.205235
-0.848876	1.583595
-0.181929	3.717828
-0.119845	3.916497
