-0.752357	0.050945	3.672272
-0.156101	-0.325618	2.354340
-0.416784	0.328736	5.575032
-0.001017	-0.727980	0.367686
-0.708864	-0.351057	1.553658
-0.165085	-1.093776	-1.804491
0.066022	-0.618910	1.037112
0.258586	0.530405	7.474491
-0.456572	0.262153	5.167739
-0.948735	-0.014398	3.083768
-0.267818	0.877816	8.718826
-0.262359	1.021747	9.502604
-1.773188	-0.613991	-1.143375
-2.824226	-0.012086	0.845666
-0.015652	1.029451	9.840253
0.097003	-1.696362	-4.743954
-1.159565	-0.204274	1.805445
0.284500	-0.670044	1.023162
-1.195682	1.488781	10.904598
0.250388	0.241880	5.906619
0.229976	-1.448417	-3.245483
-0.006745	0.698629	8.064502
-2.425428	0.530901	4.256352
-2.257637	1.661956	10.565400
-0.901565	2.099671	14.556344
-0.044680	-0.091372	3.752973
-2.476604	1.210489	7.864717
0.405129	-1.722566	-4.515701
-0.309238	-0.333317	2.129001
0.156363	-1.057935	-1.225214
-0.635800	0.415722	5.781938
0.119013	-0.243659	3.127058
0.153495	-0.515008	1.703149
-0.759343	1.055634	9.089211
1.253518	-0.341510	3.960070
-0.019184	-0.738613	0.288472
-1.029289	-0.524302	0.233623
0.149864	0.967750	9.705689
-1.381675	0.293678	4.227852
-0.363866	-0.757921	-0.229412
-0.745051	-0.095148	2.892139
-0.275946	-0.265900	2.533003
-0.021753	-0.069516	3.898510
0.748773	-1.258476	-1.597242
1.229695	-0.387580	3.682705
-0.749423	-1.491201	-4.651791
0.944733	-0.935275	0.383197
0.927996	-0.333353	3.613492
1.082269	-0.010198	5.543650
-0.900444	0.660300	6.785084
0.202736	1.996105	15.322252
-1.006047	-0.244379	1.773097
-1.320172	1.265103	9.547351
-1.643322	-0.501583	-0.380534
0.096048	0.559572	7.436947
-0.158137	-1.219550	-2.475336
0.144096	-0.528498	1.619025
2.476872	-0.127028	6.586294
0.624708	0.355703	6.970446
0.188792	-1.787757	-5.127340
-2.317448	0.221438	2.714828
-0.317978	-0.370530	1.917567
0.323595	-1.002442	-0.724875
1.859694	0.978871	11.817534
1.088012	0.731750	9.557065
1.709298	1.170433	12.671496
-0.694597	-1.000859	-1.938155
1.102704	0.465346	8.136115
0.055463	-0.051003	4.091138
-0.215923	1.012876	9.510424
0.735089	0.343463	7.036809
-0.404076	-0.549429	0.848195
1.433604	-0.396972	3.876678
0.186405	-1.946283	-5.986243
-0.623016	-1.395534	-3.983503
2.138787	-1.197500	0.400043
1.110898	0.222097	6.832403
-1.646510	1.970741	12.966192
1.462069	-1.413272	-1.577186
0.165357	2.293540	16.883544
0.455852	-0.684344	1.151566
0.410029	-0.601511	1.543875
0.822612	-0.688499	1.569241
-1.044294	0.765528	7.180699
1.993779	-0.450810	4.258160
-0.214077	-0.346216	2.173539
0.945495	-0.114207	4.817878
-0.395261	-0.735274	-0.144795
1.409017	1.320257	13.120206
-0.539048	-0.174372	2.711531
-0.354897	0.332380	5.668977
-0.325236	-1.025016	-1.625369
-1.098326	-0.349861	1.092757
1.317146	-0.561835	2.846665
-0.792428	0.476585	5.922644
1.366279	-0.590548	2.750575
-1.528299	-0.093269	1.962389
-0.630453	-0.440197	1.166392
0.619799	1.085644	10.906239
-0.063050	-0.424671	1.931119
1.128437	-0.312273	3.967852
2.020476	1.444529	14.525028
0.201348	-0.733332	0.581627
-0.439573	-1.233076	-2.886098
1.052477	0.315706	7.267783
-0.401841	0.494601	6.488634
-1.016446	-0.846395	-1.490268
-1.907513	-1.177442	-4.347203
0.611200	0.127274	5.720719
1.063037	0.381384	7.635116
0.336670	-0.387018	2.614109
0.049495	-0.463956	1.854030
-0.009850	0.862687	8.946690
0.018071	0.156047	5.164338
-0.156556	-0.028314	3.959239
-0.965813	1.342240	10.389121
0.160609	1.753435	13.961278
1.622666	-0.127534	5.558517
0.070373	1.491908	12.440752
-0.711929	0.188370	4.462881
0.042922	-1.597782	-4.276519
2.420993	-0.514683	4.425902
1.375150	0.271073	7.413977
0.117541	1.511652	12.603970
-0.742164	-0.023484	3.282588
2.768803	-0.098172	7.092435
0.043818	-1.449963	-3.477218
-1.287898	0.006556	2.789925
0.689570	-0.593192	1.924245
0.624206	0.378300	7.091866
-1.556883	1.580927	10.968744
-0.843367	-0.434341	0.942520
-1.094687	0.486591	5.613966
-0.257073	-1.792147	-5.686081
0.230216	-0.049093	4.311160
-1.061262	0.813314	7.418380
1.024339	-0.114486	4.910980
-0.110328	1.231094	10.815513
-1.575914	0.187967	3.423926
-1.174664	0.098330	3.421382
0.229856	0.644909	8.058335
2.127023	-1.077759	1.032531
0.527929	-0.314288	3.236362
-0.057556	0.176189	5.182353
-0.533628	0.162896	4.539284
-0.650328	0.445333	5.924404
-1.812655	-0.673428	-1.511695
-1.396837	-1.330092	-4.558702
0.360174	-1.101322	-1.214931
-0.337155	1.144716	10.076878
-1.439509	0.963975	7.778053
1.595525	-0.134760	5.486927
1.514634	-0.026427	5.974855
1.239103	-0.588643	2.608252
0.316406	0.163584	5.563041
-0.492102	0.475957	6.279648
-0.710039	-1.655303	-5.490684
0.670934	-0.198047	4.035668
-1.719878	1.227250	8.863296
0.528837	0.790428	9.202915
-0.786593	0.862625	8.014262
1.157969	-0.241940	4.383090
-0.827316	-0.625157	-0.068628
1.336941	1.548553	14.266513
-0.023122	-0.463267	1.770610
-1.093279	-0.974834	-2.276040
2.348388	-0.112407	6.511069
1.719042	1.302317	13.395364
-0.144542	-0.337266	2.305314
0.750626	1.372960	12.614733
0.241506	2.687422	19.101885
0.476082	0.316126	6.578380
-0.061526	-0.255344	2.847310
-0.023380	1.607410	12.951956
0.348947	0.703012	8.515003
-1.473684	-0.480452	-0.062860
-0.402306	-0.372437	1.806072
0.193298	0.569258	7.605951
-0.991671	1.981164	13.808278
-0.374160	-0.181824	2.869157
-1.289900	-0.838787	-1.777329
0.254971	-0.765208	0.473841
0.493220	0.598404	8.123244
-0.169896	0.626442	7.478912
-0.069511	-1.268405	-2.632801
-1.164308	-0.581655	-0.238104
-1.069297	-1.527866	-5.233633
-0.502738	1.734728	13.064244
-0.145224	0.421466	6.401650
0.170626	-0.680646	0.829261
-0.882273	-0.153809	2.410705
1.126068	1.219625	12.237259
-1.538607	-0.230989	1.206333
0.013112	-0.223558	3.108520
0.656275	1.854698	15.102902
0.588598	1.529580	13.266048
-1.322846	-1.633956	-6.110778
0.541453	0.967705	10.175349
-0.013165	0.469356	6.818722
0.635583	-0.526888	2.217504
1.970094	0.882033	11.427091
0.376059	-0.700877	0.966537
-0.204804	-1.028803	-1.501303
0.759682	0.615883	8.537386
-2.150099	1.447957	9.538847
-0.484996	-0.741718	-0.287274
-0.549868	-1.106874	-2.336959
0.125157	-1.159375	-1.810435
0.211121	-0.517333	1.759745
2.220924	1.028378	12.518352
1.443025	-0.113325	5.419676
0.188149	0.242734	5.836541
0.059012	1.087160	10.241478
1.692801	-0.720288	2.441808
0.217622	0.651914	8.081479
1.501217	-1.205717	-0.409410
-0.251357	-0.458540	1.522255
2.785137	0.512795	10.411257
-0.350933	-0.276024	2.388352
-0.168578	-0.198580	3.025376
-0.788428	1.032393	8.928808
-1.368819	-1.140267	-3.500027
1.172925	1.436270	13.463366
-0.122090	-0.138449	3.405869
1.191820	-0.888995	0.929612
0.112308	0.073438	4.831335
0.602353	-0.451951	2.582286
1.089661	0.333322	7.407533
-1.204317	0.292411	4.433837
0.387355	0.656790	8.311494
0.292480	0.250386	6.003059
0.978538	-0.311439	3.792478
1.116932	0.105910	6.212233
-0.586369	-0.397021	1.452446
-0.167367	-0.624186	0.728554
-0.048279	2.925154	20.037895
-1.200563	-0.107405	2.279337
-1.260284	-2.428179	-10.324507
-0.605563	2.172196	15.303183
-1.836997	-0.375985	0.065286
2.023085	-1.928889	-3.688299
-1.035395	-0.310399	1.381374
-1.661739	0.846877	6.879049
-0.815618	1.907539	13.621969
-0.851099	-0.124841	2.604540
-0.415070	-1.272886	-3.071666
-0.089370	-0.377317	2.155242
0.578203	1.675750	14.042895
-0.365362	-0.454821	1.405532
0.557580	0.639139	8.420447
-0.972307	-0.497358	0.447497
0.307407	-1.226028	-1.951664
1.119948	0.085589	6.106119
0.496397	-2.552889	-8.889925
0.134777	1.123080	10.526362
0.452506	-0.423025	2.558673
0.493414	-1.563862	-3.552757
0.384529	-3.016583	-11.528115
-1.263043	0.600661	6.027920
-0.591914	-1.737679	-5.793761
-1.101839	-0.246784	1.645157
-1.803168	0.851438	6.733965
0.368248	-1.142202	-1.425993
0.244556	0.689665	8.317661
1.573133	-0.782837	1.960437
1.062905	-0.228137	4.343547
